# Time-correlated data for fix JJ
# Timestep Number-of-time-windows
# Index TimeDelta Ncount c_flux[1]*c_flux[1] c_flux[2]*c_flux[2] c_flux[3]*c_flux[3] c_flux[4]*c_flux[4] c_flux[5]*c_flux[5] c_flux[6]*c_flux[6]
0 100
56 192500 1246 -6007.09 -4011.36 198738 753.49 -8542.63 221073
57 196000 1245 -3911.25 21344.9 46540.5 -31246.4 16230.3 -22679.4
58 199500 1244 -11288.9 5353.52 -141857 -75891.5 22244.8 -175076
59 203000 1243 -14655.1 4797.22 134950 56623.4 -5893.8 75851.7
60 206500 1242 10531.7 -14621.3 6997.54 181728 -100702 -2516.43
61 210000 1241 11435.6 803.907 -12195.3 -112007 93412.7 -23634.5
62 213500 1240 -20044.1 19963.7 119604 -148949 81698.5 50214.3
63 217000 1239 11077.3 -2309.15 -3947.54 73120.4 -30896 -15170.8
64 220500 1238 31038.4 12074.4 -28841.5 144812 55541.4 -18327.1
65 224000 1237 -34058.6 14209.2 13611 -100566 32098.9 -12948
66 227500 1236 -2973.5 -14618.9 139014 -26598.1 -77696.6 25271.2
67 231000 1235 23432.9 11334.7 101846 122743 63453 103117
68 234500 1234 -35957.6 23325.9 62288.8 -233165 86901.4 60674
69 238000 1233 -4316.72 -4882.63 -64574.7 -125619 3652.23 -155932
70 241500 1232 36901.5 1698.69 -49880 146427 -6214.02 -35957.9
71 245000 1231 -13138.7 14936.8 -29007.9 -101925 55370.9 16488.8
72 248500 1230 -20412.6 25129.1 54065.7 -99690.3 36483.4 61120.6
73 252000 1229 33980.6 4687.52 -23394.1 46767.9 -64332.5 2400.68
74 255500 1228 8002 -1692.09 -124647 51660.3 -11051.4 -83082.5
75 259000 1227 -27307.8 16293.9 24979.1 -89898.4 54902.4 -14337.6
76 262500 1226 219.748 12246.9 -48793.1 -127201 -5461 -32571.7
77 266000 1225 8840.32 13922.8 -16333.1 -51416.9 -16560 93885.9
78 269500 1224 -10426.1 9651.27 4889.09 26605.9 -18255.8 21407.2
79 273000 1223 6023.65 -4097.38 -13926.4 -37720.1 41539.7 -6112.67
80 276500 1222 4158.18 19465.4 120053 -15665.2 -124368 9563.82
81 280000 1221 -12034.1 -22336.7 158567 -47978.6 -100998 125658
82 283500 1220 20137.2 -7903.28 -7423.63 108151 -14053.5 -2963.06
83 287000 1219 2103.3 3353.16 -13521.4 -38467.1 -101943 -3081.24
84 290500 1218 -35120.8 9941.76 -10251.1 -113287 11025.2 22528.3
85 294000 1217 15870.3 -15.5914 -17637 147383 -46654.4 -49907.1
86 297500 1216 -6343.93 2931.94 13535.7 73903.2 -34977.1 -17881.6
87 301000 1215 -1648.8 18206.5 72572 -65114.3 -101275 47501.3
88 304500 1214 8069.23 -4406.27 -7169.23 -62536.4 -13913 30106.4
89 308000 1213 -7476.28 -10362.8 -69010.5 32069.3 -78513.3 -130850
90 311500 1212 10614.5 5165.28 -50780.4 23509.4 -28581.7 28252.2
91 315000 1211 27299.1 12377.5 -47277.9 18898.2 -33976.3 -85293.3
92 318500 1210 -4468.91 7474.05 -143076 16369.6 12154.4 -168855
93 322000 1209 -4096.12 -4814.41 -16391.4 16173.8 -119857 27089.2
94 325500 1208 -4443.96 -11752 73893.1 -2148.5 -48324.2 13252.8
95 329000 1207 -542.662 9953.54 -1788.74 -51240.2 64734.8 -96420.4
96 332500 1206 -5955.73 14610.1 -54285.2 1090.77 111810 -40832.5
97 336000 1205 -22738 -17646 -104872 -98319.4 -71802.5 -12275.5
98 339500 1204 8255.02 33909.7 -92645.9 -40632.1 111360 -23343.4
99 343000 1203 14325.4 7336.13 103886 -4915.73 154508 63019.5
100 346500 1202 -8569.35 -20041 101637 -25684.1 -97108.4 -22139.1
4900000 100
1 0 1401 533769 481626 3.06273e+06 2.59647e+06 2.39265e+06 2.41135e+06
2 3500 1400 -53755.9 -37408 -63984.2 -164428 -29139.2 16991.1
3 7000 1399 -141025 -100982 -525346 -484641 -304527 -555358
4 10500 1398 117897 99566.9 766.825 312851 252705 -17808.4
5 14000 1397 54388.9 10902 74640.6 134533 -59827.4 61732.5
6 17500 1396 -97663.8 -40965.7 43413.7 -329268 -177370 64175.5
7 21000 1395 36389.5 20956.5 -4219.52 68893 133901 69329.2
8 24500 1394 27643.4 22397.7 -4354.06 91715.4 105811 -73918.1
9 28000 1393 -18800.9 -2961.65 -96304.7 -52346.5 -95830.6 -73376.8
10 31500 1392 -2048.29 -32823.8 50783.7 -117917 -60327.6 -4702.72
11 35000 1391 9398.99 16883.8 12570.2 7904.7 45286.7 71072.1
12 38500 1390 3221.08 5598.79 117161 30759.7 -12763.8 106168
13 42000 1389 24291 -11317.4 -87788.6 57323.4 -87319.7 -106566
14 45500 1388 -23263 -9339.46 -82759.2 -101960 -41244.1 -150438
15 49000 1387 -28347.7 3157.32 17196.7 -103000 57673.2 4855.34
16 52500 1386 12644.2 2688.68 61839.2 19111 56031.6 95512.2
17 56000 1385 3017.74 -622.847 17877.8 17738.7 -48882.6 60445.6
18 59500 1384 -20126 -6981.63 35247.8 -66717.2 20503.1 68537.2
19 63000 1383 17539.8 3021.01 -104619 -115484 -34617 -85942.8
20 66500 1382 29759.7 -8499.76 -111631 85667.3 -67539.3 -84968.1
21 70000 1381 -4239.67 11946 163215 34092.7 88462.8 124733
22 73500 1380 -9617.78 -2738.87 68155.5 19034.6 -7628.3 39495.3
23 77000 1379 12461.8 19764.7 -109390 15353.5 17248 -101683
24 80500 1378 10503.1 12136.2 -27752.9 -5351.15 -42532.5 -43381.1
25 84000 1377 -3854.95 5452.74 78655.2 -18515 -3283.75 126179
26 87500 1376 -17077.7 8862.48 85089.3 11466.7 -8946.4 33862.4
27 91000 1375 -5193.27 4753.02 -37975.2 26125.3 -97219.1 -31170.5
28 94500 1374 18730.9 -2958.98 75543.4 8571.81 -45080.9 46065.9
29 98000 1373 6943.6 3282.01 -8266.96 -70469.8 53272.8 3404.36
30 101500 1372 -32796.1 -8502.17 4812.27 -57358.5 -50326.3 -21136.8
31 105000 1371 11817.8 32786.2 -133236 67561.6 89733 -110882
32 108500 1370 21258.9 -2040.31 109596 263.073 13202.4 117229
33 112000 1369 -14891.5 -11179.2 77312.6 -119936 -31285.6 63236
34 115500 1368 -8042.51 27373.9 2951.33 96729.2 79493.4 -43378.2
35 119000 1367 13324.5 -9056.18 75531.4 -24699.9 -34931.3 130643
36 122500 1366 -14221 -21901.7 1174.73 -64643.5 -156514 -859.446
37 126000 1365 -18622.1 -83.8965 -43794.3 103839 11020.6 -57451.5
38 129500 1364 25073.6 -4949.4 68042.4 24628.8 14989.5 -17247
39 133000 1363 21704.5 22023.2 -20791.4 47601.4 148279 -116235
40 136500 1362 -16197.8 -1149.8 -296884 -93792.7 82917.5 -150833
41 140000 1361 23747.8 -8550.09 -67529.9 87960.4 -63144.9 -46098
42 143500 1360 -5777.37 8000.75 89283.2 60906.9 73103.7 32873.6
43 147000 1359 -7005.09 -1760.34 5610.58 -13826.3 -4544.87 41972.9
44 150500 1358 10556.3 -16248.2 17383.5 63618.2 -53824.7 -42754.3
45 154000 1357 18989.7 19512.6 153180 103647 23191.2 873.524
46 157500 1356 -11753.3 14063.9 14362 -62732.2 96478 19633.7
47 161000 1355 1984.28 1695.06 -39308.2 9118.11 70297.8 27527.2
48 164500 1354 -11418.2 -22.0537 -29621.7 36715.6 -113196 -57211.2
49 168000 1353 -3119.41 24184.5 100938 69445.7 6570.63 7515.71
50 171500 1352 -9679.72 1047.36 24517.1 -29235.3 2454.76 48971.1
51 175000 1351 -603.402 -5327.92 -55954.3 -4615.42 -75628.9 -84799.7
52 178500 1350 9084.36 9711.68 10104 27932.6 10186.4 7029.66
53 182000 1349 -11163.6 4420.28 65865.8 -49418.6 -30521.7 66228.4
54 185500 1348 -13694.7 20217 -45447.7 16794.9 28304 -47132.6
55 189000 1347 6941.73 7659.16 -25926.9 -22748.4 -4247.39 3502.1
56 192500 1346 -19167.1 -3833.41 139281 -31718.2 2721.6 188853
57 196000 1345 -2686.88 22287.3 44550.1 -42103.3 46663.5 -34381.1
58 199500 1344 -868.413 2495.45 -138196 -64155.6 24150 -177112
59 203000 1343 -18968.3 341.761 160770 34976.4 -28677.5 88647.7
60 206500 1342 9013.33 -12968.8 14297.4 179790 -92342.7 5822.15
61 210000 1341 13746.6 -1145.44 -10622.7 -93854.1 91548.7 -21078.1
62 213500 1340 -26930.8 21073.2 81949.9 -195585 105847 13548.3
63 217000 1339 14119.1 3249.99 -19397.3 59198.4 -21557.2 -46077.4
64 220500 1338 36637.9 10315.3 -43715.4 156776 25832.2 -17876.3
65 224000 1337 -41687.8 10013.4 31184.3 -122120 7170.25 21295.5
66 227500 1336 -4199.5 -10545.1 160110 -9221.78 -89354.9 49686.7
67 231000 1335 31143.4 13280.2 50331.9 143742 63177.7 66369.8
68 234500 1334 -39178.6 18608.1 59446.1 -226319 47847.5 41816.9
69 238000 1333 -971.13 -3957.62 -53403.5 -100781 -12426.3 -129736
70 241500 1332 38464.6 6709.49 -28037.5 175885 -7152.53 -14795.2
71 245000 1331 -20866.1 13822.4 128.251 -101539 40837 37706.8
72 248500 1330 -12277 19644.6 28592 -83086.5 39081.5 29472.7
73 252000 1329 41829.9 907.667 -65973.4 62569.4 -75589.7 -38099.2
74 255500 1328 -6327.88 -4659.88 -137468 54466.9 -13917.1 -86530.6
75 259000 1327 -19286.8 15447.3 56743.4 -68612.9 60728 18775
76 262500 1326 12211.5 8242.94 -32457.6 -83270.4 -24008.7 -21784.2
77 266000 1325 3878.43 14254.9 13643.2 -43999 -1463.45 86985.1
78 269500 1324 -10766.5 16486.6 -12876.6 11361.6 24224.2 15777
79 273000 1323 8278.11 -6616.4 -36940.8 -46447 22430.4 -17963.1
80 276500 1322 -2885.64 11391.3 110463 -29630.6 -148254 13752.2
81 280000 1321 -4040.63 -20760.2 164265 -31366.3 -124112 129188
82 283500 1320 27797.6 -1870.85 687.616 97553.7 2935.51 -6988.82
83 287000 1319 -6586.98 -4783.37 -52994.3 -52099.5 -99754 -24457.7
84 290500 1318 -34260.9 8390.43 -785.422 -99841.2 18625.7 12577.7
85 294000 1317 24213.5 12222.9 -21463 148886 -15434 -48399.7
86 297500 1316 -5478.7 6588.56 37923.4 39052.7 -2415.87 6769.39
87 301000 1315 -8188.33 8510.42 55391.5 -98104.3 -103126 39834.6
88 304500 1314 7149.59 -274.845 22489.3 -31393 -15158.3 29704.1
89 308000 1313 -10532.4 -4740.58 -78024.9 47336.2 -54992.1 -128928
90 311500 1312 10223.4 -210.363 -52281 42441.4 573.855 42506.4
91 315000 1311 28563.3 8553.03 -50439.3 47684.8 -44478.9 -72509.9
92 318500 1310 -1078.05 14168.6 -147064 3457.38 32244.9 -158570
93 322000 1309 -7637.92 -3398.09 -11002.7 2241.72 -108481 -3021.8
94 325500 1308 -2801.03 -13504.2 67505.3 10647.5 -37246.5 28590.9
95 329000 1307 3415.17 13493.6 42055.5 -63775.9 73565 -59636.3
96 332500 1306 -3640.49 13522.2 -48524.3 33872.6 76889.1 -26841.8
97 336000 1305 -23888.9 -18012.8 -90781.8 -88758.6 -56720.3 -25676.9
98 339500 1304 10614.3 32198.3 -96269.1 -41805 104443 -36418
99 343000 1303 8674.14 5146.42 69019.2 -17326.8 128014 50377.7
100 346500 1302 -8914.98 -11139.8 64151.5 -30536.6 -68176.1 -17511.9
5250000 100
1 0 1501 536911 484913 3.06603e+06 2.58592e+06 2.3512e+06 2.41907e+06
2 3500 1500 -54726 -36033.6 -78356.4 -169532 -41561.1 15876.5
3 7000 1499 -138094 -107226 -502599 -466321 -318495 -541823
4 10500 1498 116592 101705 8316.5 325051 259670 6910.19
5 14000 1497 54340.6 19212.3 52389.5 115832 -41183.7 51130.7
6 17500 1496 -94100.5 -39279.6 56392 -295652 -174633 56418
7 21000 1495 34102 18281.8 -20363.6 98201.9 108339 63127.9
8 24500 1494 30618.9 31241.1 -2869.41 98124.8 111792 -83021.4
9 28000 1493 -11707.7 4549.55 -85421.4 -56646.1 -76270.6 -75708.6
10 31500 1492 -1250.22 -35905.6 57974.6 -104541 -65758 10912.4
11 35000 1491 5729.44 14861.2 9171.97 -26670.8 23708.6 97369.1
12 38500 1490 8236.97 9863.9 92480.9 50499 -7296.11 103184
13 42000 1489 17609.6 -8886.72 -87099.2 49887.2 -85179.1 -120597
14 45500 1488 -22938.9 -9469.79 -64447.1 -119837 -40919.4 -137485
15 49000 1487 -25235.8 5893.57 33782.3 -71961.9 53621.5 28144.5
16 52500 1486 8721.06 7489.09 66753.7 4273.46 52105.2 89024.3
17 56000 1485 784.409 -1205.84 -29336.3 -7740.9 -54710.5 13613.5
18 59500 1484 -17832.5 -5221.07 7369.62 -47307 14100.2 51616.5
19 63000 1483 19622.7 4153.82 -69598 -84299.9 -16011.1 -51288.2
20 66500 1482 23560.8 -9015.21 -112881 59525 -80300.9 -80945.3
21 70000 1481 -1558.14 11771.5 116742 53148 77853.2 116335
22 73500 1480 -7046.58 4881.01 106090 18875.5 13733.2 69723.7
23 77000 1479 4520.97 19101.6 -78302.3 -5242.87 19552 -90495.5
24 80500 1478 7107.88 7448.57 -15794.5 5478.92 -64348.8 -21056.9
25 84000 1477 2034.59 6297.57 83264.5 -15325.6 2604.53 131136
26 87500 1476 -16383.4 14331.1 49498.5 -4816.16 24493.7 13212.2
27 91000 1475 -9236.49 3549.13 -54955.9 28102.3 -113616 -61459.4
28 94500 1474 17229.9 -3616.39 82288 1147.4 -45607.7 39987.7
29 98000 1473 6461.79 2613.24 25598.3 -67990.3 54974.1 35836.5
30 101500 1472 -31230.4 412.392 12826.5 -67011.8 -36317.3 -19794.7
31 105000 1471 6231.3 30981.3 -142634 32970.9 82242 -106911
32 108500 1470 23925 -5911.24 100610 16697.7 5766.26 110430
33 112000 1469 -18610.3 -8031.72 69505.6 -144711 -28949.6 52691.4
34 115500 1468 -11279.2 29098.8 -7400.23 71256.3 88205.7 -29633.7
35 119000 1467 12331.8 -12592.7 50382.5 906.931 -37716.8 109831
36 122500 1466 -14761.9 -22982 30950.9 -59862.4 -167152 -4471.11
37 126000 1465 -17041 5933.3 -56025.5 77420.3 18283.9 -70996.9
38 129500 1464 18505.7 -2012.46 79133.2 31734.6 10797.6 -21807.4
39 133000 1463 15644.9 20677.5 -33052.9 33543.2 139263 -101617
40 136500 1462 -15424.7 -1565.35 -282415 -93931.3 73030.5 -156094
41 140000 1461 22668.9 -2407.28 -71194.5 106877 -52574.3 -58464.1
42 143500 1460 -6842.18 4670.65 87042.3 41014.5 54249.4 39019.4
43 147000 1459 -3501.55 -4688.13 29140.7 -11149.5 -7006.25 40545
44 150500 1458 8496.72 -12161.4 -18969 61217.7 -39193.9 -37704.7
45 154000 1457 14258.8 24040.8 115373 81598.2 9826.09 -3123.05
46 157500 1456 -2833.08 14384.1 30968.5 -42786.4 87791.2 12752.6
47 161000 1455 -875.647 2707.78 2897.96 22987.2 65252.7 52203.4
48 164500 1454 -17905.9 1178.12 -49634.9 17483.3 -108516 -78128.4
49 168000 1453 1610.3 20114.1 77923.3 69019.6 -15564.1 1992.52
50 171500 1452 -2536.68 995.862 35623 -774.278 33280.8 50871.6
51 175000 1451 -7868.3 -3016.99 -41619.5 -28603.5 -61119.6 -79891
52 178500 1450 9267.63 11216.9 27100.2 56300.7 -3196.46 11390
53 182000 1449 -6005.91 5316.34 63604 -37686.8 -20771.4 73015.2
54 185500 1448 -12605.3 14665.5 -58857.9 9978.29 19302.1 -44950.6
55 189000 1447 4370.14 7715.35 -15675.5 -14036.2 -3499.16 -12098.9
56 192500 1446 -17282 -3933.52 121353 -10492.7 -3196.35 156688
57 196000 1445 -124.193 18660.3 65921.3 -23306.3 54124.2 -5538.4
58 199500 1444 1087.9 969.357 -150089 -54752.5 23973.6 -172602
59 203000 1443 -25207.4 2124.16 140612 934.381 -23068.8 81737.5
60 206500 1442 9613.74 -8383.26 13092.5 171816 -91464.4 21656.1
61 210000 1441 20166.9 -2816.93 -26497.9 -56379.3 80460 -43783
62 213500 1440 -27918.2 17875.7 28690.2 -187602 108510 -13034
63 217000 1439 11260.4 4722.24 -23668.7 57082.2 -21474.5 -22854.5
64 220500 1438 35960.1 12883.9 -11109.5 149446 25504.9 2751.24
65 224000 1437 -41598.4 6297.35 31583.2 -121302 5046.4 -3318.27
66 227500 1436 -4982.41 -11636.5 147985 -7922.12 -94254.1 48934.8
67 231000 1435 28489.6 15836.1 29866.4 151044 58921 68824.8
68 234500 1434 -32483.1 22521.8 46560.1 -164956 62505.5 29056.1
69 238000 1433 -2688.16 -9353.82 -60994.8 -79673.4 -29872.1 -130723
70 241500 1432 34866.3 7129.83 -11590.1 149174 -10105 2802.04
71 245000 1431 -12551 17566.6 -8701.25 -71868.4 77507.7 27366.3
72 248500 1430 -8554.37 15116.1 18157.5 -77940.6 26071.7 21947.8
73 252000 1429 32749.3 -4081.58 -49838.7 26774 -96972.4 -8105.69
74 255500 1428 -2345.95 2631.51 -128215 93476.7 -8.10807 -57008.2
75 259000 1427 -15870.6 19439.2 72822.9 -56756.1 87692.4 17500.3
76 262500 1426 5605.26 4042.61 -54539.4 -104136 -38316.8 -37314.3
77 266000 1425 8374.85 13448.2 16521.6 -38088.6 -6564.39 83972
78 269500 1424 -15830.2 17961.8 51380.7 -1891.07 33237.7 51067.6
79 273000 1423 6907.56 -5700.77 -13962.3 -70690.7 27033.8 -11210.5
80 276500 1422 1637.2 7964.79 87807.3 -26003.8 -140695 12351.5
81 280000 1421 544.15 -17965 157069 -5175.74 -125171 125143
82 283500 1420 22086.9 3381.35 5946.24 49685.6 31259.3 15594.8
83 287000 1419 -7339.84 -4409.11 -61475.2 -57677.7 -85607 -36120.2
84 290500 1418 -35577.1 8521.26 5325.6 -115561 25132.6 34732.2
85 294000 1417 24375.4 14983.2 -11458.3 133723 -26057.8 -42332.1
86 297500 1416 -8534.33 2896.43 42143.9 41605.7 -2903.93 -9712.25
87 301000 1415 -7843.56 4973.43 72180.6 -80836.2 -115210 68462
88 304500 1414 9931.04 1084.03 52317.7 -2922.67 -31832.5 58427.1
89 308000 1413 -7157.58 -571.738 -124651 26099.1 -43080.2 -168029
90 311500 1412 6023.35 -78.3346 -45820.7 35055.5 11936.6 39273.3
91 315000 1411 24848.1 7326.01 -71901.2 22650 -40635.7 -75085.8
92 318500 1410 4532.5 13013.4 -127388 29450.3 5353.18 -152309
93 322000 1409 -4103.33 650.233 -17016.1 19409.1 -83033.1 -1768.54
94 325500 1408 -4802.9 -16126 59731.4 25273.6 -51886.9 29886.8
95 329000 1407 7007.76 9419.28 25512.9 -52125.7 63397.6 -69147.1
96 332500 1406 -4295.46 12023.7 -56471.3 32085.6 77661.5 -28943
97 336000 1405 -17886.3 -17239.6 -65022.7 -84286.5 -48405.9 -15277.2
98 339500 1404 12546.4 24612.9 -94413.5 -38531.2 67653.6 -35537.8
99 343000 1403 9740.66 4858.28 79981.1 -25681.1 122287 49972.7
100 346500 1402 -4786.88 -9891.16 66390.3 -18919.6 -57093.8 -13810.9
5600000 100
1 0 1601 528567 485228 3.06077e+06 2.55965e+06 2.37404e+06 2.39892e+06
2 3500 1600 -57150.3 -37721.6 -94068.2 -178569 -50870 2193.97
3 7000 1599 -133116 -105867 -493836 -449820 -348556 -524712
4 10500 1598 113153 104655 44836.1 323031 268385 51601.4
5 14000 1597 47764.1 14334.2 25570.1 106483 -42147.4 38202.2
6 17500 1596 -89049.9 -33902.1 16745.3 -290431 -152044 26476.5
7 21000 1595 31147.5 21714.1 -8713.34 101296 122221 87428.6
8 24500 1594 28104.4 26690.8 -12274.3 101311 80390.3 -72068.8
9 28000 1593 -12360.5 5496.44 -86079.5 -65940.8 -93621.3 -71643.7
10 31500 1592 -268.644 -32196.5 69381.5 -87239.4 -50960.6 16752.5
11 35000 1591 9422.96 15137.7 6622.47 5836.27 35213.4 90826.9
12 38500 1590 6209.05 7193.74 110688 38266.8 -12752.6 99998.7
13 42000 1589 16588 -8605.39 -75748.7 24497.9 -98762.5 -107872
14 45500 1588 -23701.5 -9016.38 -62412.4 -112253 -66102.7 -136898
15 49000 1587 -23270.9 4569.6 45478.1 -63649.6 67242.7 15833
16 52500 1586 5285.46 11111.4 77218.2 -2799.29 66585.2 96826.6
17 56000 1585 -2162.6 167.062 -54280 -15472.3 -59634.4 1947.25
18 59500 1584 -11782.2 -6227.28 20017 -23768.4 32532.4 45479.1
19 63000 1583 17720.3 8767.75 -64048.8 -82653.2 -2949.06 -41928.3
20 66500 1582 24312.7 -12822.8 -147960 69878 -116009 -85894.9
21 70000 1581 1565.8 12545.5 117419 60079.3 103506 106441
22 73500 1580 -9034.02 12929.7 111425 17363 57402.3 72752.2
23 77000 1579 4388.65 13994.3 -94704.2 -23543.2 -4082.48 -80623.5
24 80500 1578 5212.19 15311.7 14406.3 -11782.2 -44873.9 -18039.9
25 84000 1577 913.627 7426.11 91204 -10513.3 12588.6 126572
26 87500 1576 -13454.8 9528.19 37570.2 -1949.26 2044.75 26860.9
27 91000 1575 -13514.7 11256.6 -39405.1 20272.2 -89589.2 -56649.9
28 94500 1574 15792.9 -6722.93 84345.3 14064.5 -43384.6 29134.6
29 98000 1573 10682.6 6132.06 37863.1 -59930.3 49368.2 69048
30 101500 1572 -27436.2 4480.38 -845.545 -64159.6 -46963.5 -24070.2
31 105000 1571 2396.44 26385.8 -130477 50687.3 53222.7 -110080
32 108500 1570 20454.1 -1329.58 112038 -1295.95 21576.2 123578
33 112000 1569 -16970.5 -6748.26 64572 -167075 -41575.5 32002.8
34 115500 1568 -11116.5 28239.7 -9929.41 76468.4 50346.9 -39735.2
35 119000 1567 6873.84 -13620.7 4290.28 2121.31 -47651.4 96383.5
36 122500 1566 -15048.7 -18084.3 31668.8 -63163.8 -147806 -1821.88
37 126000 1565 -10797.4 9221.83 -27054.5 102706 26572.8 -61291.4
38 129500 1564 14854.2 -5673.34 78680.1 10854.3 -11491.3 -8550.66
39 133000 1563 14924.4 30067.8 -20304.8 27284.5 161181 -92184.2
40 136500 1562 -10666.6 2695.17 -245076 -70966.1 63810.1 -139051
41 140000 1561 18676.5 -12631.7 -93901.3 98845.9 -82671 -66746.5
42 143500 1560 -6349.73 9860.45 72969.6 36561.8 71182.8 34360.6
43 147000 1559 1624.61 -2259.08 23783.9 -5452.98 -11137.6 14998.2
44 150500 1558 3603.72 -11723.3 -23669.9 42884 -41657 -40885.4
45 154000 1557 11081.7 28368.3 113248 99912 27001 2756.02
46 157500 1556 2664.88 11229.7 12355.1 -25255.2 70542 18054
47 161000 1555 -175.826 3298.74 8915.86 13282.7 27765.7 58264.6
48 164500 1554 -15917.3 5164.16 -64916.2 34820.2 -82011.7 -81087
49 168000 1553 6322.25 15820 59711.1 72190.5 -20590 3116.5
50 171500 1552 -4613.35 4837.44 54157.4 -13913.7 24804.8 52155.3
51 175000 1551 -8581.41 -5842.84 -40242.6 -15856.6 -65991.3 -72250
52 178500 1550 7976.02 13541.3 24570.2 40730.1 -5129.91 7896.08
53 182000 1549 -9813.8 14114.1 70654.2 -70175.3 -6456.78 73388.4
54 185500 1548 -12817.6 15544.9 -34374.3 14588.3 34786.8 -25042.6
55 189000 1547 4006.76 8956.53 -29502.6 -20080 -15548.9 -12798.2
56 192500 1546 -16343.7 -4327.71 100270 -16366.7 -33044.1 129104
57 196000 1545 5661.37 19036.7 91352.1 -2782.29 69909 23888.3
58 199500 1544 2259.87 3231.23 -184258 -63076.4 19229.3 -184836
59 203000 1543 -25893.6 3725.9 134815 -18231.3 -34126.8 58218
60 206500 1542 10359.6 2986.62 37436.8 147252 -36889.8 51179
61 210000 1541 19478.4 -9505.73 -31082 -53708.7 36950.2 -56439.6
62 213500 1540 -26507 16754.3 27068.8 -181907 84248.9 -27410.8
63 217000 1539 6733.11 13592.6 -38191 50156 15154.1 -19167.5
64 220500 1538 33411.8 6733.13 -1445.22 138325 17937.4 8499.77
65 224000 1537 -35670.9 6508.42 45398.3 -109126 9352.11 9609.6
66 227500 1536 288.133 -5811.24 124034 -4941.18 -86562.1 45010.6
67 231000 1535 25541.2 12915.8 36278.5 145090 34151.8 65633.8
68 234500 1534 -26820.4 25330.9 75112.5 -160101 86408.2 41637.9
69 238000 1533 -6090.71 -6862.81 -94785.1 -95483.1 -40781.3 -142029
70 241500 1532 28195.5 2891.76 -10350.9 127638 -36056.3 -10457
71 245000 1531 -7521.93 18961 -7418.9 -62395.6 79169.9 17152.2
72 248500 1530 -8514.06 14246.1 -28685.6 -78153.1 8825.69 9161.01
73 252000 1529 24402.4 -3342.51 -31183.6 3844.36 -80539.9 -3810
74 255500 1528 -1768.79 8894.77 -102235 82097.3 33239.1 -45876.3
75 259000 1527 -13622.3 22915.1 77465.4 -40199 89632.7 44539.6
76 262500 1526 4616.13 5112.74 -57324.9 -86409.3 -56725.8 -46252.8
77 266000 1525 7245.7 14440.3 22536.1 -67675.3 -2197.96 91010.7
78 269500 1524 -13253.6 20514.5 48042.6 -8225.25 47998.6 46181.2
79 273000 1523 8083.46 -3058.89 -13205.2 -73642.9 24772.6 -14097.8
80 276500 1522 -1962.81 8010.2 75582.5 -55165.7 -114571 2415.52
81 280000 1521 -1117.58 -11140.6 136112 2484.14 -107998 109442
82 283500 1520 25215.8 3818.61 28151 62669.2 30805.6 35288.1
83 287000 1519 -9955.94 1187.62 -33698.3 -80952.2 -78442.9 -8987.31
84 290500 1518 -32515.5 7602.74 -29231.9 -100399 19977.7 7920.1
85 294000 1517 30011.3 11173.7 16788.9 153380 -39134.6 -13494.8
86 297500 1516 -10444.5 4775.86 18468.3 27876.2 -1433.9 -1596.56
87 301000 1515 -10577.3 2712.54 34634 -97530.7 -131892 37765
88 304500 1514 13373.5 3527.58 91813.6 9902.49 -39590.1 85951.6
89 308000 1513 -8315.91 2483.46 -113675 4442.39 -31290.9 -150469
90 311500 1512 5973.69 -4895.23 -48244.6 40394.2 -17009.7 24426
91 315000 1511 28223.2 11774.8 -49832.1 61942.8 -22320.9 -67855
92 318500 1510 -2457.84 13945.7 -94699.3 15579 -6851.49 -124607
93 322000 1509 -3455.31 -2541.97 -30150.3 34011.5 -81857.4 3609.95
94 325500 1508 -2454.3 -12670.2 67153.1 30304.6 -45433.9 36813.7
95 329000 1507 497.887 11783.2 18825.8 -57125.1 73215.4 -45605.7
96 332500 1506 -390.42 15060 2597.69 43204.8 72917.3 -948.714
97 336000 1505 -13385.5 -12869.7 -88868.8 -72550.1 -60848 -32069.1
98 339500 1504 6054.61 28888.7 -101553 -36725.7 77827.2 -37624.3
99 343000 1503 10088.1 6240.95 60957.4 -29433.9 120831 33330.1
100 346500 1502 -846.382 -8727.49 49424.5 -10872.6 -58909.6 -4327.31
5950000 100
1 0 1701 524729 481202 3.11365e+06 2.53251e+06 2.35822e+06 2.42761e+06
2 3500 1700 -54186 -35305 -123864 -159327 -49992.6 -16747.4
3 7000 1699 -129952 -102478 -518836 -445765 -351971 -537060
4 10500 1698 110089 107281 87192.5 305100 286453 75491
5 14000 1697 42649.7 19545.1 11999.5 111159 -30533.1 5819.77
6 17500 1696 -88225.1 -32560.6 17479.2 -265283 -158222 39110.4
7 21000 1695 29983 24773.3 -34968.5 104830 145461 64358
8 24500 1694 25450.7 29181.8 -11357.8 94818.4 80847.8 -64081.2
9 28000 1693 -13308.3 6939.03 9837.76 -62945 -100060 1530.22
10 31500 1692 716.178 -23371.9 15750.5 -86417.5 -35572.5 -14644.2
11 35000 1691 8197.04 16492.8 -30118.9 -3012.95 40633.5 62485.7
12 38500 1690 4511.33 6365.01 164810 34517.9 -32387.3 130693
13 42000 1689 16885 -2690.95 -67387.8 31438.2 -87442.7 -121917
14 45500 1688 -22865.1 -4809.99 -91537.7 -111440 -45960.3 -141295
