# Time-correlated data for fix JJ
# Timestep Number-of-time-windows
# Index TimeDelta Ncount c_flux[1]*c_flux[1] c_flux[2]*c_flux[2] c_flux[3]*c_flux[3] c_flux[4]*c_flux[4] c_flux[5]*c_flux[5] c_flux[6]*c_flux[6]
0 100
11 35000 4591 5221.31 10312.8 -23016.7 47630.7 36655.7 12651.2
12 38500 4590 -8898.07 1555.25 64789.9 -9610.57 -43397.5 70613.1
13 42000 4589 6104.06 -6254.33 -33259.2 11560.7 -54997.4 -72028.5
14 45500 4588 -2942.99 5049.68 -27406 -43924.3 29826 -70392.6
15 49000 4587 -15485 -3143.12 36849.7 7404.63 -18415.6 37078.3
16 52500 4586 -1186.19 10555.6 68266.4 7445.02 41532.3 54799.4
17 56000 4585 2597.47 7076.09 -68459.7 -19588.4 -10661.6 -13888.7
18 59500 4584 -5779.54 428.01 29434.4 -14033.8 1079 23373.8
19 63000 4583 4944.68 -361.475 -59405.4 9290.27 -15101.1 -1939.86
20 66500 4582 9518.62 4457.75 -90665.1 18225.5 30884.4 -50897.6
21 70000 4581 10037.5 4603.29 47310.1 31695.9 47460.2 56558.3
22 73500 4580 -5952.22 3018.93 -46197.9 1456.58 -17216.7 -38329.2
23 77000 4579 -11373.7 10211.7 -29916.1 -59052 40489.8 -50385.1
24 80500 4578 18450 9150.03 30869 58715 -12551.6 26117.1
25 84000 4577 2366.03 -5260.69 53570.2 24401.4 -60533 58611.9
26 87500 4576 -16331.4 6998.09 6241.34 -61042.1 11904.2 -3537.15
27 91000 4575 2657.21 7874.43 -19605.2 36996.2 -17811.7 -32163.6
28 94500 4574 10620.3 -20233 41999.2 -6053.1 -44991.2 36290.2
29 98000 4573 -5930.68 13040.3 -27087.3 -71168.1 25869.8 23984.7
30 101500 4572 -18444.7 2544.27 -81783.8 -81358.6 -7543.3 -56171.4
31 105000 4571 4582.26 -3487.72 -32384.4 42274.1 -39116.5 -39920.5
32 108500 4570 7634.64 1833.47 44477.9 52244.3 -22005.6 26265.3
33 112000 4569 -14117.4 1751.42 10489.2 -76176.3 -38889.9 5321.63
34 115500 4568 -428.02 1968.3 17681.9 14705.4 -30928.8 3601.99
35 119000 4567 10676 -13600.7 -12968 25082.4 -44793.5 4444.97
36 122500 4566 4145.96 -7022.29 -36399 -16264.7 -36224.3 -51694.4
37 126000 4565 1829.7 3582.45 2732.94 48612.6 41910.4 11723.4
38 129500 4564 3724.04 -3004.48 27094.9 13966.1 2602.81 -13646.4
39 133000 4563 3236.71 1693.94 34209.6 1494.39 62281.9 2043.1
40 136500 4562 -4817.97 974.318 -27129.3 -68809 29621.8 -40546.8
41 140000 4561 -1895.08 -5519.72 -116370 12440.8 -17669.5 -73842.4
42 143500 4560 -843.072 2302.6 7012.62 -12044.3 22366.1 19321.9
43 147000 4559 3868.99 3326.92 74386.2 13949.3 32154.6 65147.4
44 150500 4558 -1992.28 -1058.07 -47444.2 -9648.43 -19640.9 -33800.2
45 154000 4557 4816.49 16937.4 23751.4 30710.3 37801.5 -8103.14
46 157500 4556 -2525.57 -3222.16 36285 -10220.2 142.861 17414
47 161000 4555 7658.89 7797.03 -68224.3 27615.1 1792.01 -30082.8
48 164500 4554 684.454 8648.7 13161.2 -26188.2 29219.2 35048.4
49 168000 4553 -9958.21 -8390.27 35579.9 -11990.2 -42681.9 17633.7
50 171500 4552 -5684.09 10403.2 23960.8 -8585.48 45503.5 8553.46
51 175000 4551 -2077.03 -2758.96 69927.3 43592.1 -36813.2 -11905.7
52 178500 4550 1266.11 -4442.43 -2169.36 -8015.7 -38898 -10763.5
53 182000 4549 359.239 1882 -7406.17 -13326.6 -47508.7 2373.41
54 185500 4548 -13788 7219.49 21704 -60944.8 28305.7 15773
55 189000 4547 -1790.38 6344.6 -36104.3 -4165.46 9270.44 -19883.4
56 192500 4546 2618.2 -2849.53 -37808.4 44143.2 -47984 -3988.39
57 196000 4545 -715.991 6403 89044.9 47389.4 22583.2 25885.8
58 199500 4544 -5007.87 3231.1 -66490.6 -46040.1 40479.8 -46575.7
59 203000 4543 -3364.54 7514.46 23186 -31415.3 13313.6 35908.9
60 206500 4542 6673.92 744.616 34021.7 20769.8 -12986.3 9255.91
61 210000 4541 2111.16 -10131.5 33370.4 -12724.6 -48623.4 -19318.2
62 213500 4540 -8225.75 8102.35 7319.59 -88658.5 67835.9 -35553.6
63 217000 4539 12419.7 11741.1 17061.4 64044.2 37712 -3362.66
64 220500 4538 11651.7 -10694.4 5332.66 76538.2 -49520.4 32662.1
65 224000 4537 -17065.8 -1063.41 -74326.5 -16025.3 -8716.55 -43184.8
66 227500 4536 -825.377 3889.52 47340.3 -14111.4 -35756.4 10019.1
67 231000 4535 11276.7 1175.73 -45069.7 60686 49065.1 4897.14
68 234500 4534 -3311.66 3729.39 33001.9 -23626.3 40528.6 9856.03
69 238000 4533 -14686 378.686 -46283.6 -79668.8 -27159.7 -16778.8
70 241500 4532 12446 3104.89 -17108.6 8602.25 26148 11677.6
71 245000 4531 17094.1 3815.97 -42123.1 -10889.9 30231.3 -29580.2
72 248500 4530 -1623.31 6286.34 34646.8 -24417.9 -2566.33 20855.6
73 252000 4529 1491.7 8.04732 -44892 -15933.2 -13943.5 2785.59
74 255500 4528 5675.5 10323.5 -22825.6 11667.3 30294.1 -23541.1
75 259000 4527 -7509.81 11044.1 99696.3 -36082.2 -4655.97 56921.1
76 262500 4526 860.234 2612.13 -27373.3 152.542 -29183.8 -50288.3
77 266000 4525 7184.73 14205 -9410.76 4966.81 54327.8 20849.3
78 269500 4524 -16658.4 7421.24 46767.1 -37715 -14531.3 48267.7
79 273000 4523 485.25 1772.92 -105620 -31168.6 14508.3 -80023.2
80 276500 4522 5592.28 6233.08 6786.1 5288.28 -20218.5 -6440.47
81 280000 4521 -8772.19 -7496.2 55348.6 -11462.7 -67218.4 87388.4
82 283500 4520 5796.98 5886.58 20430.9 51374.9 38024.7 -652.086
83 287000 4519 1325.07 1982.04 -28724.4 40637.2 -32500 -26847.8
84 290500 4518 -3076.52 9980.84 85518.4 -10152.3 27103.3 52532
85 294000 4517 5389.38 4717.54 50978.1 49515.7 -21863.3 9045.19
86 297500 4516 -8853.43 2458.39 -12593 31662.9 35035.8 -28011.7
87 301000 4515 -7951.91 -1167.9 23230.6 -20271.6 -75649 37479.3
88 304500 4514 -3913.29 9640.42 56089.8 -20679.1 -395.655 63523.8
89 308000 4513 -2151.11 3431.27 -47194.2 -2545.8 3347.58 -59200
90 311500 4512 -3044.89 -2724.15 -22975 4111.61 230.741 -27406.8
91 315000 4511 10402.5 11662.7 -15956.4 36983.5 38496.8 -34265.7
92 318500 4510 1142.96 10049.7 21937.2 8349.09 -27912.4 20290.2
93 322000 4509 -423.81 -885.083 -5057.69 -15679.8 27936.4 1945.62
94 325500 4508 1337.92 2536.18 -74549.5 -16003.7 34197.9 -46137.7
95 329000 4507 1258.91 13402.2 32709.7 -32654.4 23666 -6130.01
96 332500 4506 -2911.81 2959.91 -23209.9 25914.7 43505.7 24084.2
97 336000 4505 -121.951 -2845.87 -78625.1 -2649.43 35246.4 -28089.7
98 339500 4504 4927.24 5698.08 18984.4 -14214.6 -1521.71 489.184
99 343000 4503 -7268.4 7158.75 103999 -25764.6 45579 60856.4
100 346500 4502 9733.37 10292.9 -43663.3 -17100.5 16640.9 -17592
16450000 100
1 0 4701 518054 498618 3.07843e+06 2.47986e+06 2.43819e+06 2.37679e+06
2 3500 4700 -37236.6 -31969 -121374 -97958 -115278 -8553.65
3 7000 4699 -136742 -109954 -442284 -367643 -359805 -474426
4 10500 4698 101424 121675 187257 244980 335767 90739.3
5 14000 4697 47551 35189.2 42360.2 155524 83445.1 26114.2
6 17500 4696 -79875.5 -50259.6 -122440 -254180 -230640 -32843
7 21000 4695 9149.25 27781.6 -13760.7 44812.7 80380.8 22631.8
8 24500 4694 32190.9 34983.2 -26155.1 130780 95514.8 -69398.6
9 28000 4693 -27052.9 -10168.6 64097.7 -86393.5 -105742 15070.9
10 31500 4692 -6797.98 -8537.66 11005.6 -40363.2 29854.5 25700.2
11 35000 4691 5453.3 11293.6 -23035.2 56190.5 33684.6 13082.4
12 38500 4690 -9476.33 1526.16 66037.4 -10899.2 -41965.4 69811.5
13 42000 4689 6741.88 -4803.36 -29308.6 12792.7 -46292.7 -69394.6
14 45500 4688 -2065.67 7383.35 -27275.8 -33578.9 28795.9 -67745
15 49000 4687 -15423.5 -2256.4 42029.6 -397.994 -20784.8 38957.5
16 52500 4686 -1257.9 12982.1 69781.1 -367.669 46030.3 54126.4
17 56000 4685 2648.04 8086.67 -67898.5 -19613 -9448.1 -10049.1
18 59500 4684 -5143.24 1948.58 27250 -20492.7 2456.99 21149
19 63000 4683 4139.91 491.304 -53453.8 -2252.25 -14400.8 3090.13
20 66500 4682 8326.17 5905.06 -81573.6 9725.76 27123.3 -47616.5
21 70000 4681 11639.9 5272.77 40504.9 34503.3 43543.8 46301.9
22 73500 4680 -6150.63 4079.01 -51378.3 561.752 -17910.8 -40237.8
23 77000 4679 -12408.5 10919.7 -24124.7 -58674.4 40453.4 -41677.3
24 80500 4678 19009.1 9682.74 35519.3 62010.8 -13215.2 26651.6
25 84000 4677 1397.47 -4945.1 46838.7 27185.5 -58287.8 49726.2
26 87500 4676 -17652.5 8815.61 330.142 -57042.2 12807.5 -5156.1
27 91000 4675 4471.32 8936.63 -9472.76 34010.9 -16295.6 -27011
28 94500 4674 10163.9 -18891.8 37314.4 -1088.01 -45978.5 38082.1
29 98000 4673 -7711.52 12987.2 -33904.6 -70476.3 26560 23000
30 101500 4672 -15650.2 3517.43 -77545.4 -75611.1 -10555 -55247.6
31 105000 4671 3673.53 -2620.18 -29118.7 36976.2 -33679.8 -43194.8
32 108500 4670 4902.63 1085.52 33239.5 48272.2 -24358.6 25690.2
33 112000 4669 -12414.1 4779.1 9574.82 -67501.8 -31710.2 2920.07
34 115500 4668 410.797 1814.14 18173.3 23524.9 -31594.1 7907.39
35 119000 4667 7524.43 -13155 -11577.6 15859.1 -48621.3 3535.09
36 122500 4666 5162.2 -5041 -36935.8 -6668.17 -41197.8 -47894.1
37 126000 4665 2194.01 4745.48 -4475.08 58014 40977.3 5983.28
38 129500 4664 2423.54 -4462.57 25092.7 18860.9 157.061 -15015.4
39 133000 4663 3227.39 4034.25 39639.1 712.522 62780.9 4363.57
40 136500 4662 -3722.15 3200.16 -28652.2 -53844.8 35358.9 -38172.4
41 140000 4661 -4564.5 -7288.93 -113178 4657.37 -27917.3 -71853.5
42 143500 4660 330.366 3971.95 15327.2 -10273.6 14277 22427.1
43 147000 4659 4384.07 5681.99 76428.3 21458.9 32290.8 65369.9
44 150500 4658 -2591.06 -3771.63 -51377.5 -14926.6 -21328.4 -36283.1
45 154000 4657 4885.62 17261.7 20552.8 29208.1 37492.9 -7531.06
46 157500 4656 -3008.16 -282.43 38676.4 -1396.35 9177.14 16969.2
47 161000 4655 6996.79 5722.73 -63035.5 30268.3 -8980.27 -25748.2
48 164500 4654 -436.167 9704.06 9474.71 -29394.9 27154.8 29342.9
49 168000 4653 -11373.7 -6299.94 25896.6 -9136.55 -43007.4 17031.7
50 171500 4652 -5268.64 9057.16 28302.4 -3639.17 36526 12259.4
51 175000 4651 -1487.13 -2801.66 62786.5 42525.5 -43438.2 -17230.8
52 178500 4650 991.54 -2819.75 -4218.94 -7963.16 -34239.7 -3988.16
53 182000 4649 1737.52 1645.76 -2299.95 -11866.7 -53538.9 3587.75
54 185500 4648 -13953.1 6929.78 22952.7 -56592.9 18909.6 14521
55 189000 4647 -5728.17 7841.73 -37116.7 -14583.8 18392.1 -19704.4
56 192500 4646 4338.09 -1551.17 -28942.2 43415.8 -49005.9 1322.73
57 196000 4645 760.331 6209.24 86635.2 40218.2 15242.6 23796.4
58 199500 4644 -7460.8 5043.84 -66223.6 -50332.4 37964.4 -40401.4
59 203000 4643 -3021.02 8409.47 21526.4 -38438.9 9167.56 32119.1
60 206500 4642 8540.58 832.664 30020.5 21575.3 -16161.8 6337.03
61 210000 4641 -1430.56 -7660.26 32777 -14643.9 -34452.5 -17483.2
62 213500 4640 -8280.36 8676.18 12037.5 -86518.3 67122.1 -30419.7
63 217000 4639 14934.1 9275.42 5783.69 59945.8 34838.5 -10591.6
64 220500 4638 10848.3 -8432.42 -5026.26 75920.8 -41213.5 25598.4
65 224000 4637 -15276.3 -331.107 -67184 -11910.3 -16876.7 -41130.8
66 227500 4636 -1358.47 1229.36 46029.1 -19455.5 -42926.3 11949.8
67 231000 4635 9218.73 3200.76 -55799.5 56439.6 46704.1 -1647.45
68 234500 4634 -2100.21 4891.86 37476.2 -21869.8 42714.1 13257.1
69 238000 4633 -13069.1 -1050.27 -36427.9 -75135.4 -29122.1 -12813.5
70 241500 4632 11075.4 4977.67 -22385.4 10128.7 28341 12035.9
71 245000 4631 18621.6 6047.14 -48975.9 -5382.84 35246.3 -29427.1
72 248500 4630 304.723 7213.4 36507.8 -21311.4 -2007.78 17591.4
73 252000 4629 1181.66 1271.92 -36237.1 -14836.1 -14460.3 2361.2
74 255500 4628 5706.83 12229 -20651 13993.2 34532.4 -18673.2
75 259000 4627 -5660.99 11816.5 88185.2 -28862 -6213.18 54345.8
76 262500 4626 1067.95 2651.76 -20862.7 -3967.63 -21881.1 -45885.4
77 266000 4625 6959.03 15130.1 -12212.3 11148.5 58464.2 20325.5
78 269500 4624 -16439.5 8587.61 42962.6 -31434.3 -6064.72 43735.9
79 273000 4623 2729.25 158.204 -102955 -22687.7 2600.63 -81966.8
80 276500 4622 7181.1 6591.23 16551.3 6811.85 -20204.3 197.863
81 280000 4621 -9533.56 -6248.31 48317.3 -16684.4 -67294 83111.4
82 283500 4620 5808.61 6323.56 22780.8 52543.7 34927.6 -6087.36
83 287000 4619 3696.07 2326.42 -30994.5 43126.1 -29079.3 -27420.5
84 290500 4618 -2599.15 10996.1 88907.1 -12870.7 22934.4 58585.6
85 294000 4617 4755.6 6496.1 50412.4 51711.4 -13421.3 8224.22
86 297500 4616 -7945.29 3007.18 -15189 31153.1 42605 -29911.2
87 301000 4615 -9277.26 119.449 16710.9 -20844.1 -73165.8 34409.4
88 304500 4614 -2503.35 10864 60473.4 -11812.5 1622.86 66077.8
89 308000 4613 -1126.7 3352.78 -48901.4 3653.62 7278.9 -59409
90 311500 4612 -4771.43 -1981.73 -32665 -327.467 -6351.84 -32339.7
91 315000 4611 10240.7 13008 -7272.95 38956.3 37257.7 -25740.6
92 318500 4610 1255.1 10795.8 30036.7 8951.64 -28988.6 27552.9
93 322000 4609 -1708.93 34.3171 -11770.9 -15970.3 32630.6 -3428.98
94 325500 4608 2819.43 3386.1 -79327.1 -23757 39036.3 -46500.8
95 329000 4607 2610.4 14723.4 43723.8 -36916.4 22415.6 2274.52
96 332500 4606 -5451.37 3319.5 -26554.6 19689.3 36449.8 21977.8
97 336000 4605 -316.056 -1403.88 -84244.3 3058.88 41015 -32302.8
98 339500 4604 5253.06 6340.78 18869.4 -12908.4 -576.364 6254.72
99 343000 4603 -6771.98 8025.53 106533 -20965.8 42147.4 60186.8
100 346500 4602 9311.35 12753 -39297.3 -13274.5 26873.8 -19536.8
16800000 100
1 0 4801 517224 497773 3.06107e+06 2.48032e+06 2.43531e+06 2.37431e+06
2 3500 4800 -37032.9 -31815.2 -118452 -99615.6 -119061 -7155.82
3 7000 4799 -137342 -110599 -444458 -371429 -362309 -480892
4 10500 4798 102410 119999 182319 251262 333766 83655.9
5 14000 4797 48188 35714.2 43734 154855 89270.9 29563.1
6 17500 4796 -80140.9 -51102.6 -115176 -252886 -233958 -21424.2
7 21000 4795 8986.01 26961.9 -23408.1 45453.3 80745.7 17497.4
8 24500 4794 33744.6 35148.8 -36213.5 137250 89640.3 -76983
9 28000 4793 -27861.3 -8294.72 68175.2 -87243.6 -100039 14681.6
10 31500 4792 -8569.37 -7329.12 17831.1 -46310.1 30153.2 32380.7
11 35000 4791 6336.36 10251 -13397.3 54685.3 33384.2 17459.3
12 38500 4790 -8085.92 1443.58 65766.5 -10498 -43609.9 69490.2
13 42000 4789 5621.28 -4837.17 -33364.2 5263.09 -42052.4 -66696.5
14 45500 4788 -3133.83 7290.98 -20794.8 -43208.5 24731.9 -63434.2
15 49000 4787 -14176.9 -3406.23 34897.2 -24.2615 -18010.2 35495
16 52500 4786 601.535 12053.1 65750.9 -690.172 39603.2 47724.3
17 56000 4785 1070.48 10458.5 -77282.8 -27685.4 115.349 -10801
18 59500 4784 -4274.87 3380.7 27614.4 -20300.5 2199.18 19720.5
19 63000 4783 5772.9 -2226.67 -49514 4146 -23431.4 2847.47
20 66500 4782 6424.87 5642.82 -82656.9 1978.24 21576.2 -44253.5
21 70000 4781 11408.7 8243.56 43138.5 31631.7 50203 51451.3
22 73500 4780 -3896.02 3221.18 -43047.3 148.177 -27898 -37894.7
23 77000 4779 -11860 8991.35 -27797.4 -60627 36790.4 -48551
24 80500 4778 17285.6 10359.9 40398 62139.2 -11690.3 29840.2
25 84000 4777 1091.23 -3516.51 46992.6 25062.8 -53253.5 55738
26 87500 4776 -16721.3 8382.52 -5222.78 -52347.5 11908.7 -8072.31
27 91000 4775 5078.2 8376.13 -13351.7 37813.7 -11781.4 -36850.5
28 94500 4774 9457.83 -17759.6 36904.3 3880.24 -46171.1 35329.9
29 98000 4773 -7786.36 14092.2 -25250.1 -65432.3 37723.3 29680
30 101500 4772 -14006.6 3808.98 -80226.1 -60050.3 -7604.16 -52865.2
31 105000 4771 3572.54 -4322.71 -27404.2 31741.5 -47053.3 -46803
32 108500 4770 3512.37 803.008 38856.5 36947.3 -25030 25984.8
33 112000 4769 -9249.7 6441.12 13250.9 -55665.6 -23126.5 7400.04
34 115500 4768 1025.21 2326.58 21906.8 28846.7 -37645 11105.6
35 119000 4767 4105.12 -13219.2 -10367.1 8369.53 -49248.4 3460.47
36 122500 4766 5556.24 -4697.98 -44122.4 -6454.02 -41261.9 -55036.5
37 126000 4765 5686.01 5322.21 -5606.02 66131.6 38231.2 4060.45
38 129500 4764 189.319 -2902.34 24426.9 8402.65 -2395.16 -9692.74
39 133000 4763 -269.173 3178.03 42373.6 -8393.62 61185.6 3844.39
40 136500 4762 -1699.98 2847.38 -31098.6 -45621.4 27876 -39435.1
41 140000 4761 -4573.01 -4894.02 -118416 -471.944 -21304.2 -74102.7
42 143500 4760 -403.935 4562.02 21126 -16279.9 17475.5 21611.9
43 147000 4759 4902.55 3934.82 75390.5 16588.3 30248.9 65742.9
44 150500 4758 -1227.46 -4053.43 -48714.3 -11118.5 -23798.4 -30026
45 154000 4757 4777.03 19826.4 20718.9 26606.1 42874.4 -8251.76
46 157500 4756 -4603.44 -859.77 31757.7 -3855.25 3428.83 5645.24
47 161000 4755 6965.9 4999.12 -61721.2 27833.3 -20070.2 -23553
48 164500 4754 1170.2 11304.4 3211.05 -32395.1 30517 26511.6
49 168000 4753 -12506.6 -4263.79 21179.7 -14270.6 -30671.8 22366.8
50 171500 4752 -6624.58 6975.37 28920.6 -10257.4 24248.4 14039.9
51 175000 4751 356.619 -4525.5 56799.7 48080.6 -51205.4 -21675.7
52 178500 4750 2287.11 -2388.01 -6012.19 -2903.12 -25650.6 -8304.17
53 182000 4749 -1955.36 3424.58 560.428 -14002.7 -44520.8 6238.67
54 185500 4748 -13334.3 7365.36 28638.7 -45360 25588.4 19179
55 189000 4747 -3000.47 8106.76 -36892.6 -3434.36 14699 -23551.9
56 192500 4746 954.799 -1192.92 -33174.2 31474.8 -44186.2 -1838.75
57 196000 4745 452.313 4537.06 86993.8 42679.8 17865.6 29674.8
58 199500 4744 -3895.53 4851.8 -63177.3 -36181.5 38339.5 -37982.5
59 203000 4743 -4205.97 7855.77 21120.7 -49841 8568.45 26448.1
60 206500 4742 5692.99 1351.1 29190.3 13800.7 -12137.6 8689.29
61 210000 4741 -878.22 -7038.47 21160.6 -5822.46 -35576.3 -14482.6
62 213500 4740 -6850.55 10979 10267.2 -80530.3 66671.7 -29172.9
63 217000 4739 13223.7 8769.8 12853.1 54460 34807.7 -3912.51
64 220500 4738 10148.4 -8857.8 -12516.9 79126.2 -43406.2 16179.8
65 224000 4737 -13111.5 1623.48 -63822 -2714.44 -10503.6 -42317.3
66 227500 4736 -2468.11 548.268 47158 -23005.9 -43093.4 18278.9
67 231000 4735 7536.15 2000.09 -54852.4 49036.1 38879.9 192.381
68 234500 4734 -824.245 6485.39 38315.1 -17173.2 49572.7 9827.82
69 238000 4733 -12047 1380.91 -39070 -70094.8 -20034.7 -17244.5
70 241500 4732 10100.2 4497.76 -18897.7 2376.98 24728.8 18609.7
71 245000 4731 17439.5 6609.82 -51353.7 -8739.82 36888.1 -26162.1
72 248500 4730 1797.43 7924.66 28027.8 -15672.6 2545.97 10045.9
73 252000 4729 1557.12 565.602 -31864.2 -14502.2 -20122.5 3644.83
74 255500 4728 4981.33 12190.7 -21833.1 7817.18 37116.9 -17137.8
75 259000 4727 -5695.28 12658.2 77145.8 -25491.6 -9020.64 46374.2
76 262500 4726 1779.99 3095.85 -14158.4 1485.05 -20755.5 -42467.8
77 266000 4725 6968.98 15816.2 -8262.41 11459.9 59639.7 23271.7
78 269500 4724 -16841.2 8585.84 43040.7 -32043.4 -5453.15 44973.8
79 273000 4723 1884.88 -217.002 -109209 -11916.8 -2785.69 -85953.8
80 276500 4722 6487.4 8072.35 20250 9680.37 -8252.54 -2711.28
81 280000 4721 -9257.55 -6009.18 46402.4 -15711.1 -59801.5 88374.7
82 283500 4720 4772.12 6846.97 22796.3 50563.7 29409.6 -976.047
83 287000 4719 4399.48 1568.75 -30173.1 42748.5 -29410.4 -30609.4
84 290500 4718 -1089.03 10830.7 91651.3 -16480.5 20080.1 60562.4
85 294000 4717 4266.97 8239.64 48266 51253.3 -2765.56 4750.14
86 297500 4716 -6930.03 4198.76 -11836.4 26768 46243.2 -30340.8
87 301000 4715 -6281.23 1002.37 16379.9 -15341.2 -79982.8 28173.1
88 304500 4714 -2855.21 12381.6 57641.7 -10374.7 9743.1 62088
89 308000 4713 -3549.51 2853.19 -48527.8 -5518.7 3190.98 -55925.9
90 311500 4712 -3691.56 -1818.66 -29909.2 6350.68 -11989.6 -27677.4
91 315000 4711 12282.2 13253.2 -2045.74 46656.3 34821 -26986
92 318500 4710 -1504.23 10743.8 20584.3 -10031.7 -26379.7 19903.9
93 322000 4709 -630.935 -203.788 -7769.57 -16633.3 26101.5 3315.02
94 325500 4708 6009.59 5305.84 -68305.5 -14766.3 41584.2 -36951.8
95 329000 4707 208.734 13702.5 45022.6 -57122 19952.1 -60.3082
96 332500 4706 -5805.99 4640.99 -32737 18172 39387.3 10710.6
97 336000 4705 1463.71 -105.128 -75472.5 11364.1 48834.7 -30764.9
98 339500 4704 4905.54 4559.36 19700.3 -15167.1 -13786.1 11105.1
99 343000 4703 -8054.46 7845.72 107997 -28672.7 35589.3 56160.3
100 346500 4702 9372.18 14385.8 -38876.3 -8162.42 32466.4 -21922.9
17150000 100
1 0 4901 517697 498293 3.05973e+06 2.48079e+06 2.43488e+06 2.37204e+06
2 3500 4900 -36040.8 -32329.5 -117996 -98628.8 -116185 -5696.07
3 7000 4899 -138144 -110829 -443271 -378279 -362012 -477188
4 10500 4898 102280 120126 183023 252396 330111 87276.2
5 14000 4897 49279.7 35690.5 47129.5 160406 89828.4 30623.2
6 17500 4896 -80483.5 -50447.1 -107802 -250303 -226522 -21246
7 21000 4895 6848.15 27903.8 -21632.6 40945.3 87050.2 17831.8
8 24500 4894 32663.6 36582.5 -29316.6 139182 87259.1 -70625.4
9 28000 4893 -27010.8 -9652.93 65766.5 -86677.8 -95972.9 18485.9
10 31500 4892 -7467.64 -6247.44 24450.2 -39588.5 31424.7 36480.7
11 35000 4891 5028.72 10602.8 -10623.1 47709.2 38170 10637.1
12 38500 4890 -8885.64 1425.07 73166.1 -16433 -39567.1 74516.1
13 42000 4889 6257.07 -3559.15 -33063.4 15331.2 -30930.7 -61115.6
14 45500 4888 -3155.74 7937.62 -23045.1 -40080.1 29149.6 -64942.4
15 49000 4887 -16192.4 -2256.11 28662.7 -1677.81 -13349.8 28880.8
16 52500 4886 617.804 10857.5 70595.7 429.629 38281.4 44520.7
17 56000 4885 3424.99 10329.5 -84452.7 -13856.8 3358.75 -13366
18 59500 4884 -5034.49 3575.98 28091.2 -21297 1165.61 24550.4
19 63000 4883 5162.23 -3302.49 -45571 116.056 -25289.5 667.506
20 66500 4882 9898.98 4928.65 -83412.4 8940.56 28621.9 -44148.2
21 70000 4881 11842.5 8343.62 53862.6 30558 50243.8 57706.4
22 73500 4880 -5766.03 2927.32 -47591.9 -4786.42 -26579.1 -43427.2
23 77000 4879 -10794.8 9045.31 -37241.4 -66360.6 43712.6 -56371
24 80500 4878 19278.1 9354.09 44368.5 70472.7 -10085.7 32414.5
25 84000 4877 283.122 -3877.82 49218.3 23029 -44918.4 61690.9
26 87500 4876 -17918.1 7907.16 -8243.85 -55655.2 13999.7 -12769.6
27 91000 4875 3970.76 7758.9 -9028.55 32821.2 -11617.6 -34973.6
28 94500 4874 11485.3 -16984.9 24038.4 12647.7 -41645.9 27811.4
29 98000 4873 -6823.54 12995.1 -24007.5 -62039.3 38753.4 35320.3
30 101500 4872 -16362.1 2511.05 -76381.3 -73103.2 -7801.55 -48196.5
31 105000 4871 1939.34 -5225.5 -19418.4 30945.5 -46481.1 -43423.4
32 108500 4870 4945.28 917.701 38312.5 40221.9 -31101.8 26115.3
33 112000 4869 -9083.81 6502.01 8473.69 -49512 -18388.8 -650.567
34 115500 4868 -656.214 1150.51 26793.6 23465.9 -32137.5 10232.2
35 119000 4867 3286.33 -13228.6 -9461.7 6294.47 -41065.7 4267.39
36 122500 4866 5225.58 -4180.7 -41024.8 2054.68 -44615.2 -50707.4
37 126000 4865 5381.65 5542.95 -10876.5 58775.7 45101.1 1790.06
38 129500 4864 642.366 -3419.51 30742 9024.01 785.672 -3811.51
39 133000 4863 280.767 2427.57 43525.8 -11455.8 62230.7 2224.82
40 136500 4862 -1491.25 3359.5 -34127.9 -40795.9 22185.1 -39387
41 140000 4861 -4057.1 -4998.36 -106471 1796.24 -15709.5 -66298.5
42 143500 4860 -115.113 4937.28 21308.5 -23477.8 17629.4 18820.9
43 147000 4859 4446.2 4382.57 64856.1 15601.9 30870.9 54612.1
44 150500 4858 -1997.25 -4665.88 -36616.6 -12456.8 -32397.3 -26631.5
45 154000 4857 5982.92 17721.7 23372.9 27850 42837.8 -9772.99
46 157500 4856 -4887.55 -307.999 23696.1 -11602.6 -2331.21 -832.813
47 161000 4855 6729.95 6285.98 -66706 22394.9 -9649.67 -30479.3
48 164500 4854 1466.26 11192.7 6396.39 -32235.8 31879.6 29544.1
49 168000 4853 -11939.1 -3579.95 31505.9 -13616.4 -20149.8 31952.7
50 171500 4852 -6657.27 6710.11 17882 -10057.6 25566 2890.57
51 175000 4851 -514.653 -5564.36 53607.2 42096.7 -58539.9 -25140.8
52 178500 4850 1297.56 -1933.72 -25.3296 -7162.22 -27020.9 -6446.82
53 182000 4849 -2702.49 3784.97 952.787 -9679.62 -40427.1 2519.22
54 185500 4848 -14328.6 7641.02 22919.8 -44379.5 23143.6 11612.4
55 189000 4847 -3054.94 7853.53 -37712.7 -9386.09 15829.3 -18712.1
56 192500 4846 2626.45 -2248.41 -27060.1 36192.7 -50489.1 1339.99
57 196000 4845 -326.742 5473.7 83400.6 44541.3 20657.9 25557.5
58 199500 4844 -4897.99 4419.66 -62936.1 -39153.7 37573.9 -33749
59 203000 4843 -3819.27 7379.26 25172.2 -47151.2 9436.51 30748.7
60 206500 4842 6751.81 2367.53 17824.8 11007 -10402.1 6311.97
61 210000 4841 -194.59 -7937.75 10229.9 -1859.71 -27257.7 -18822.9
